StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,GitHub Handle,Team Repo URL,YearsProgExperience,GenAI_Tools,GenAI_Tools_6_TEXT,GenAI_Frequency,Q22,Literacy_FC_1,Literacy_FC_2,Literacy_FC_3,Literacy_FC_4,Literacy_FC_5,Planning_TAM_1,Planning_TAM_2,Planning_TAM_3,Planning_TAM_4,Planning_AUM_1,Planning_AUM_2,Planning_AUM_3,Design_TAM_1,Design_TAM_2,Design_TAM_3,Design_TAM_4,Design_AUM_1,Design_AUM_2,Design_AUM_3,Impl_TAM_1,Impl_TAM_2,Impl_TAM_3,Impl_TAM_4,Impl_AUM_1,Impl_AUM_2,Impl_AUM_3,Testing_TAM_1,Testing_TAM_2,Testing_TAM_3,Testing_TAM_4,Testing_AUM_1,Testing_AUM_2,Testing_AUM_3,Deployment_TAM_1,Deployment_TAM_2,Deployment_TAM_3,Deployment_TAM_4,Deployment_AUM_1,Deployment_AUM_2,Deployment_AUM_3,Maintenance_TAM_1,Maintenance_TAM_2,Maintenance_TAM_3,Maintenance_TAM_4,Maintenance_AUM_1,Maintenance_AUM_2,Maintenance_AUM_3
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Study Title:AI Use in Software Engineering Education

You are invited to take part in a research study conducted by researchers from the University of California, Santa Cruz studying how students use generative AI tools in software engineering coursework.

Before you decide whether or not to participate in the survey, you should read this form and email questions if there is anything that you do not understand. Contact information is provided below.


Purpose:  The purpose of this survey is to study how students use generative AI tools (such as ChatGPT, GitHub Copilot, Claude, or similar systems) while working on software engineering projects. The study specifically examines how AI tools are used during different stages of the software development lifecycle (such as planning, design, implementation, testing, and deployment) in course-based team projects.


Decision to Quit at Any Time:

Your participation is completely voluntary. You are free to change your mind at any time and quit the study. You may also skip any question that you do not wish to answer.

Whatever you decide will in no way penalize you or result in loss of benefits or services to which you are otherwise entitled. Your decision to participate or not participate will not affect your grade, standing in the course, or relationship with your instructors**.

You may exit the survey at any time by closing the survey window.

-

What You Will Do in the Study: If you decide to take part in this study, you will complete a brief questionnaire about your experiences using generative AI tools in your software engineering coursework.

The survey includes questions about:


How you use AI tools in software development tasks

How easy or useful AI tools are during different development stages
*
How AI tools are integrated into your development workflow


You may also optionally be asked to provide your GitHub username so that researchers can analyze repository activity related to course projects. 

Providing your GitHub username is optional, and you may leave this question blank.


Time Required

Participation in this survey is estimated to take approximately 5–7 minutes.


Extra Credit

Students who complete the survey may receive 2 points of extra credit in the course, as determined by the instructor.

Students who choose not to participate in the survey will be provided with an alternative opportunity to earn equivalent extra credit.


 Risks or Discomforts:  No significant risks are expected from participating in this study. The survey questions focus on experiences with AI tools in coursework.

If you choose to provide your GitHub username, this information may be considered identifiable. The research team will take steps to protect the confidentiality of this information.

As with any internet-based survey, there is a small risk that data transmitted online could be intercepted by a third party. However, the survey content is not expected to pose risks to your reputation, livelihood, or well-being.

Researchers have protective measures in place to protect your data.

Benefits of this Study

There are no direct personal benefits to participating in this study.

However, the results of the study may help researchers and educators better understand how generative AI tools are used in software engineering education and how they affect software development practices in student projects.


 Rights and Concerns

If you have questions about this research, please contact:


Scott Davis

University of California, Santa Cruz

okdogulu@ucsc.edu


 If you have any questions regarding your rights as a research participant, please contact 
The Office of Research Compliance Administration (ORCA) at the University of California, Santa Cruz:

831-459-1473
orca@ucsc.edu


 Confidentiality:

The information that you give in this survey will be handled confidentially.

If you provide your GitHub username, it will only be used for research purposes related to this study and will not be shared publicly. Identifiable research data will be stored in encrypted and password-protected systems accessible only to the research team.

While researchers follow procedures to maintain confidentiality, as with any internet activity we cannot guarantee the confidentiality of data transmitted online.


Survey responses will be analyzed and reported in aggregate form, and individual participants will not be identified in publications or presentations resulting from this study.

ELECTRONIC CONSENT

Please select your choice below. You may print or save a copy of this consent form for your records.


 Clicking on the “Agree” button indicates that:

 You have read the above information and voluntarily agree to participate in this study

 You are 18 years of age or older",Please provide your GitHub Handle. This is required for commit mapping to triangulate your responses with repository metrics.,Please provide your Team Repository URL:,How many years of programming experience did you have prior to this course?,Which Generative AI tools did you use during this project? (Select all that apply) - Selected Choice,Which Generative AI tools did you use during this project? (Select all that apply) - Other - Text,How frequently did you use GenAI tools for this specific project?,"Do you have a paid or premium subscription to any GenAI tools (e.g., ChatGPT Plus, Claude Pro, GitHub Copilot, Cursor Pro)?","Please rate your agreement with the following statements (1 = Strongly Disagree, 5 = Strongly Agree): - I can evaluate the accuracy and reliability of GenAI responses.","Please rate your agreement with the following statements (1 = Strongly Disagree, 5 = Strongly Agree): - I can identify errors, bias, or privacy issues in GenAI outputs.","Please rate your agreement with the following statements (1 = Strongly Disagree, 5 = Strongly Agree): - I can integrate GenAI responses with other technical sources.","Please rate your agreement with the following statements (1 = Strongly Disagree, 5 = Strongly Agree): - I have the resources and IDE setup needed to use GenAI tools effectively.","Please rate your agreement with the following statements (1 = Strongly Disagree, 5 = Strongly Agree): - I can easily find help or documentation if I encounter issues with GenAI tools.",Thinking specifically about the **Planning** stage of your project: - Learning to use GenAI tools for planning was easy (PEOU).,Thinking specifically about the **Planning** stage of your project: - Using GenAI for planning improved my performance (PU).,Thinking specifically about the **Planning** stage of your project: - I plan to use GenAI for future planning work (BI).,Thinking specifically about the **Planning** stage of your project: - I frequently used GenAI during the planning phase (AU).,Regarding your workflow during **Planning**: - I provided structured goals or constraints when using AI for planning.,Regarding your workflow during **Planning**: - I iteratively refined AI-generated plans before using them.,Regarding your workflow during **Planning**: - I checked AI planning outputs against project requirements.,Thinking specifically about the **Design** stage of your project: - Learning to use GenAI for design was easy (PEOU).,Thinking specifically about the **Design** stage of your project: - Using GenAI for design improved my performance (PU).,Thinking specifically about the **Design** stage of your project: - I intend to use GenAI tools for future design or architecture tasks (BI).,Thinking specifically about the **Design** stage of your project: - I frequently used GenAI during the design phase (AU).,Regarding your workflow during **Design**: - I grounded prompts in architecture when using AI for design.,Regarding your workflow during **Design**: - I iteratively refined AI-generated designs before using them.,Regarding your workflow during **Design**: - I checked feasibility of AI design outputs against requirements.,Thinking specifically about the **Implementation** stage of your project: - Learning to use GenAI for coding was easy (PEOU).,Thinking specifically about the **Implementation** stage of your project: - Using GenAI for implementation improved my efficiency (PU).,Thinking specifically about the **Implementation** stage of your project: - I intend to use GenAI tools for future coding or implementation tasks (BI).,Thinking specifically about the **Implementation** stage of your project: - I relied heavily on AI to complete implementation tasks (AU).,Regarding your workflow during **Implementation**: - I asked AI to outline a step-by-step plan before generating code.,Regarding your workflow during **Implementation**: - I iteratively refined AI-generated code before accepting it.,"Regarding your workflow during **Implementation**: - I verified AI code through review, testing, or manual inspection.",Thinking specifically about the **Testing** stage of your project: - Learning to use GenAI for testing was easy (PEOU).,Thinking specifically about the **Testing** stage of your project: - Using GenAI for testing improved my performance (PU).,Thinking specifically about the **Testing** stage of your project: - I intend to use GenAI tools for future testing and debugging tasks (BI).,Thinking specifically about the **Testing** stage of your project: - I frequently used GenAI during the testing phase (AU).,Regarding your workflow during **Testing**: - I used iterative loops when working with AI for testing.,Regarding your workflow during **Testing**: - I refined AI outputs for context when generating tests.,Regarding your workflow during **Testing**: - I treated AI testing suggestions as hypotheses to verify.,Thinking specifically about the **Deployment** stage of your project: - Learning to use GenAI for deployment was easy (PEOU).,Thinking specifically about the **Deployment** stage of your project: - Using GenAI for deployment improved my performance (PU).,Thinking specifically about the **Deployment** stage of your project: - I intend to use GenAI tools for future deployment or configuration tasks (BI).,Thinking specifically about the **Deployment** stage of your project: - I frequently used GenAI during the deployment phase (AU).,Regarding your workflow during **Deployment**: - I used AI in structured CI/CD workflows.,Regarding your workflow during **Deployment**: - I refined AI config suggestions before applying them.,Regarding your workflow during **Deployment**: - I verified deployment changes via logs or smoke tests.,Thinking specifically about the **Maintenance** stage of your project: - Learning to use GenAI for maintenance was easy (PEOU).,Thinking specifically about the **Maintenance** stage of your project: - Using GenAI for maintenance improved my performance (PU).,"Thinking specifically about the **Maintenance** stage of your project: - I intend to use GenAI tools for future maintenance, refactoring, or troubleshooting tasks (BI).",Thinking specifically about the **Maintenance** stage of your project: - I frequently used GenAI during the maintenance phase (AU).,Regarding your workflow during **Maintenance**: - I generated structured investigation plans when using AI for debugging.,Regarding your workflow during **Maintenance**: - I refined AI suggestions as evidence changed during investigation.,Regarding your workflow during **Maintenance**: - I verified fixes with regression tests.
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID20_TEXT""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID25""}","{""ImportId"":""QID25_6_TEXT""}","{""ImportId"":""QID26""}","{""ImportId"":""QID28""}","{""ImportId"":""QID27_1""}","{""ImportId"":""QID27_2""}","{""ImportId"":""QID27_3""}","{""ImportId"":""QID27_4""}","{""ImportId"":""QID27_5""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID6_2""}","{""ImportId"":""QID6_3""}","{""ImportId"":""QID6_4""}","{""ImportId"":""QID7_1""}","{""ImportId"":""QID7_2""}","{""ImportId"":""QID7_3""}","{""ImportId"":""QID10_1""}","{""ImportId"":""QID10_2""}","{""ImportId"":""QID10_3""}","{""ImportId"":""QID10_4""}","{""ImportId"":""QID11_1""}","{""ImportId"":""QID11_2""}","{""ImportId"":""QID11_3""}","{""ImportId"":""QID8_1""}","{""ImportId"":""QID8_2""}","{""ImportId"":""QID8_3""}","{""ImportId"":""QID8_4""}","{""ImportId"":""QID9_1""}","{""ImportId"":""QID9_2""}","{""ImportId"":""QID9_3""}","{""ImportId"":""QID12_1""}","{""ImportId"":""QID12_2""}","{""ImportId"":""QID12_3""}","{""ImportId"":""QID12_4""}","{""ImportId"":""QID13_1""}","{""ImportId"":""QID13_2""}","{""ImportId"":""QID13_3""}","{""ImportId"":""QID14_1""}","{""ImportId"":""QID14_2""}","{""ImportId"":""QID14_3""}","{""ImportId"":""QID14_4""}","{""ImportId"":""QID15_1""}","{""ImportId"":""QID15_2""}","{""ImportId"":""QID15_3""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID16_3""}","{""ImportId"":""QID16_4""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID17_2""}","{""ImportId"":""QID17_3""}"
2026-05-27 13:22:08,2026-05-27 13:48:27,IP Address,174.195.82.160,100,1578,True,2026-05-27 13:48:27,R_6MuPbcCLFdoidlj,,,,,34.0544,-118.244,anonymous,EN,"Yes, I consent.",,,3-4 years,"ChatGPT,Claude,Gemini",,Daily,"Yes, I personally pay for a subscription",4,4,4,3,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree
2026-05-27 14:26:56,2026-05-27 15:00:53,IP Address,128.114.255.147,100,2036,True,2026-05-27 15:00:53,R_7IVEEK2FJ9nkNGN,,,,,37.5625,-122.0004,anonymous,EN,"Yes, I consent.",Medulus,https://github.com/dvdthr5/ArrowBerry,1-2 years,Claude,,Weekly,"No, I use free versions only",4,5 - Strongly Agree,3,3,5 - Strongly Agree,3,4,4,3,4,4,5 - Strongly Agree,4,3,4,3,3,4,4,1 - Strongly Disagree,3,3,1 - Strongly Disagree,3,4,5 - Strongly Agree,4,4,3,4,2,4,4,2,4,4,4,2,5 - Strongly Agree,5 - Strongly Agree,4,4,3,2,4,5 - Strongly Agree,5 - Strongly Agree
2026-05-27 15:44:23,2026-05-27 15:47:17,IP Address,128.114.255.243,100,173,True,2026-05-27 15:47:17,R_6jJoQTa2T0n1OIn,,,,,37.5625,-122.0004,anonymous,EN,"Yes, I consent.",joncody,https://github.com/joncody/slugroute,5+ years,Gemini,,Weekly,"No, I use free versions only",5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree
2026-05-27 20:11:32,2026-05-27 20:15:25,IP Address,107.127.14.21,100,233,True,2026-05-27 20:15:25,R_5WNumIEbLAfreDf,,,,,38.028,-121.8847,anonymous,EN,"Yes, I consent.",camilleyabu,https://github.com/pravac/CircleHome,1-2 years,Claude,,Daily,"Yes, I personally pay for a subscription",4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,4,4,5 - Strongly Agree,3,4,4,4,2
2026-05-27 20:46:32,2026-05-27 20:52:08,IP Address,128.114.63.193,100,335,True,2026-05-27 20:52:08,R_3etwKZFG4YXB62s,,,,,37.0406,-122.066,anonymous,EN,"Yes, I consent.",dareumHJ,https://github.com/dareumHJ/sluggym,5+ years,"GitHub Copilot,Claude",,Daily,"Yes, I personally pay for a subscription",5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3,4,4,2,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3,3,3,3,4,2,2,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4
2026-05-28 00:51:40,2026-05-28 00:56:26,IP Address,128.114.255.165,100,286,True,2026-05-28 00:56:27,R_5L4LuXos0nP8eXK,,,,,37.5625,-122.0004,anonymous,EN,"Yes, I consent.",sang-w00,https://github.com/dareumHJ/sluggym,5+ years,"ChatGPT,Claude,Gemini,Cursor",,Daily,"Yes, I personally pay for a subscription",5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree
2026-05-28 12:04:07,2026-05-28 12:07:04,IP Address,169.233.219.145,100,177,True,2026-05-28 12:07:05,R_5DL2bz7qqzbRFbr,,,,,37.0313,-122.1198,anonymous,EN,"Yes, I consent.",https://github.com/MandoBug,https://github.com/MandoBug/InterviewPal,1-2 years,"ChatGPT,Claude",,Weekly,"Yes, I personally pay for a subscription",5 - Strongly Agree,5 - Strongly Agree,4,2,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4,4,4,4,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree
2026-05-28 15:02:36,2026-05-28 15:04:43,IP Address,76.132.73.216,100,127,True,2026-05-28 15:04:44,R_7pL6iMSOamFJjRF,,,,,37.0313,-122.1198,anonymous,EN,"Yes, I consent.",ethantvn,https://github.com/PoolCloser/HabiMatch,3-4 years,"ChatGPT,Cursor",,Daily,"Yes, I personally pay for a subscription",4,4,4,4,4,4,4,4,4,4,4,4,4,5 - Strongly Agree,3,4,3,3,4,5 - Strongly Agree,4,4,3,4,5 - Strongly Agree,4,3,4,4,4,4,3,4,5 - Strongly Agree,4,4,4,4,4,4,3,4,3,5 - Strongly Agree,4,4,3
